i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,ใบสั่งซื้อ 3C184-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-08-03," 115,560.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ใบสั่งซื้อ 3C184-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-08-21," 53,400.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,ใบสั่งซื้อ 3C185-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-21," 14,980.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,ใบสั่งซื้อ 3C185-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-27," 171,436.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,ใบสั่งซื้อ 3C186-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-02," 194,740.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,ใบสั่งซื้อ 3C186-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-21," 147,190.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,ใบสั่งซื้อ 3C190-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท วินเทค 24 จำกัด,2020-07-15," 28,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,ใบสั่งซื้อ 3C232-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โนวา เฮลท์ เทคโนโลยี่ส์ จำกัด,2020-09-21," 166,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,ใบสั่งซื้อ 3C234-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-21," 476,630.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,ใบสั่งซื้อ 3C278-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แนชเชอเริล มีเดีย จำกัด,2020-09-21," 90,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,ใบสั่งซื้อ 3C279-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-08-04," 73,958.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,ใบสั่งซื้อ 3C284-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,2020-05-26," 75,884.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,ใบสั่งซื้อ 3C284-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,2020-08-04," 51,360.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,ใบสั่งซื้อ 3C291-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-27," 26,215.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,ใบสั่งซื้อ 3C08-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-27," 324,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,ใบสั่งซื้อ 3C170-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท อาร์เอ็กซ์ จำกัด,2020-09-15," 33,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,ใบสั่งซื้อ 3C171-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เจ เอส วิชั่น จำกัด,2020-09-03," 450,780.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,ใบสั่งซื้อ 3C171-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เจ เอส วิชั่น จำกัด,2020-09-24," 339,300.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,ใบสั่งซื้อ C173-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-20," 238,440.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,ใบสั่งซื้อ 3C220-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-07-26," 122,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,ใบสั่งซื้อ 3C220-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-15," 186,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,ใบสั่งซื้อ 3C236-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฟินิกซ์ เซอร์จิคัล อิควิปเม้นท์ (ประเทศไทย) จำกัด,2020-08-03," 385,560.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,ใบสั่งซื้อ 3C240-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซัมมิท เฮลธ์เเคร์ จำกัด,2020-06-25," 172,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,ใบสั่งซื้อ 3C250-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดับบลิวเอส เมดิกา จำกัด,2020-06-30," 1,165,700.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,ใบสั่งซื้อ 3C250-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดับบลิวเอส เมดิกา จำกัด,2020-08-27," 1,970,100.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,ใบสั่งซื้อ 3C251-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไทยเมดิคอล อิมพลานท์ จำกัด,2020-06-25," 82,260.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,ใบสั่งซื้อ 3C252-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท อินเตอร์ เมดิคอล จำกัด,2020-08-10," 144,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,ใบสั่งซื้อ 3C312-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีไวซ์ อินโนเวชั่น จำกัด,2020-07-24," 1,097,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,ใบสั่งซื้อ 3C108-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท วิลแฮล์ม ฟาร์มาซูติคอล จำกัด,2020-07-16," 1,311,951.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,ใบสั่งซื้อ 3C109-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-07-27," 803,318.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,ใบสั่งซื้อ 3C109-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-08-11," 234,470.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,ใบสั่งซื้อ 3C110-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-17," 282,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ใบสั่งซื้อ 3C110-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 94,300.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,ใบสั่งซื้อ 3C111-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-06-26," 282,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,ใบสั่งซื้อ 3C111-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-06," 188,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,ใบสั่งซื้อ 3C112-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-03," 124,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,ใบสั่งซื้อ 3C112-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-02," 139,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,ใบสั่งซื้อ 3C147-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-05-28," 168,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ใบสั่งซื้อ 3C147-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-07-30," 103,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,ใบสั่งซื้อ 3C147-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-08-11," 36,217.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,ใบสั่งซื้อ 3C148-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-03-10," 309,670.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,ใบสั่งซื้อ 3C148-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-05-15," 633,325.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,ใบสั่งซื้อ 3C149-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-05-15," 103,362.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,ใบสั่งซื้อ 3C149-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-17," 159,430.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,ใบสั่งซื้อ 3C149-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 42,051.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,ใบสั่งซื้อ 3C215-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ซิลลิค ฟาร์มา จำกัด,2020-05-15," 235,306.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
