i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0331/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-21," 187,036.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0332/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 293,442.15 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0332/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-14," 726,792.15 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0333/63-65,โครงการต่อเนื่อง,บริษัท เมดติจูด จำกัด,2020-08-17," 310,835.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0333/63-65,โครงการต่อเนื่อง,บริษัท เมดติจูด จำกัด,2020-09-11," 710,480.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0334/63-65,โครงการต่อเนื่อง,องค์การเภสัชกรรม,2020-09-11," 214,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0335/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-17," 722,250.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0335/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-28," 1,611,915.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0335/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 329,025.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0335/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-14," 2,441,160.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0335/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-15," 2,118,520.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0336/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-24," 210,897.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0336/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-30," 105,448.50 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0337/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-24," 357,810.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0337/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-09," 321,535.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0337/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-06-17," 378,140.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0338/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 181,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0338/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-11," 272,850.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0339/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 149,457.60 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0339/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-25," 290,462.20 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0339/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-03," 8,560.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0339/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-06-11," 1,063,130.60 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 674,421.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 68,842.50 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-21," 154,379.60 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-31," 647,200.20 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-11," 1,315,308.20 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0342/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-06-15," 733,485.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0343/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-17," 99,510.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0343/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-21," 61,494.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0343/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-28," 713,252.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0343/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 501,295.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0343/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-09," 388,987.80 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0344/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-15," 589,837.15 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0346/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 132,330.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0346/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-09," 156,390.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0346/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-17," 360,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0347/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-17," 255,998.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0347/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 213,029.50 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0347/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-03," 164,664.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0348/63-65,โครงการต่อเนื่อง,บริษัท เอเบิ้ล เมดิคอล จำกัด,2020-09-14," 18,270.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0349/63-65,โครงการต่อเนื่อง,บริษัท วี.แอนด์.วี กรุงเทพ จำกัด,2020-08-18," 30,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0349/63-65,โครงการต่อเนื่อง,บริษัท วี.แอนด์.วี กรุงเทพ จำกัด,2020-08-26," 60,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0349/63-65,โครงการต่อเนื่อง,บริษัท วี.แอนด์.วี กรุงเทพ จำกัด,2020-09-11," 191,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0350/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-20," 370,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0351/63-65,โครงการต่อเนื่อง,บริษัท ฟาร์ม่า อินโนวา จำกัด,2020-08-17," 79,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0351/63-65,โครงการต่อเนื่อง,บริษัท ฟาร์ม่า อินโนวา จำกัด,2020-09-14," 79,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0352/63-65,โครงการต่อเนื่อง,บริษัท พีเอ็มแอล พลัส จำกัด,2020-08-28," 45,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 224,890.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-18," 967,938.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-01," 1,439,973.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-28," 873,075.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-08," 651,351.80 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0353/63-65,โครงการต่อเนื่อง,บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-17," 4,497,522.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0354/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 5,136.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0354/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-06-14," 352,672.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0355/63-65,โครงการต่อเนื่อง,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,2020-08-20," 64,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0355/63-65,โครงการต่อเนื่อง,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,2020-09-11," 85,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0356/63-65,โครงการต่อเนื่อง,บริษัท เอ.เอ็น.บี. ลาบอราตอรี่ (อำนวยเภสัช) จำกัด,2020-08-27," 250,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0357/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 366,368.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0357/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-14," 149,907.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0357/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-21," 135,462.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0357/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-08-31," 514,488.10 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,โครงการฯ คณะแพทยศาสตร์ฯ พวช.ภ.0357/63-65,โครงการต่อเนื่อง,บริษัท ซิลลิค ฟาร์มา จำกัด,2020-09-03," 182,552.70 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
