i_rank_show,c_comment,c_expense_group_main,c_creditor,d_doc,f_inv,c_acc_code,c_acc_name,c_acc_code2,c_acc_name2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,ใบสั่งซื้อ 3C98-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-09-14," 109,782.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,ใบสั่งซื้อ 3C98-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-09-16," 27,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,ใบสั่งซื้อ 3C19-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไทย เมด-เทค จำกัด,2020-08-31," 54,440.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,ใบสั่งซื้อ 3C25-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฟาโวริกา จำกัด,2020-08-18," 141,906.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,ใบสั่งซื้อ 3C27-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-08-17," 40,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,ใบสั่งซื้อ 3C27-08/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-09-28," 54,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,ใบสั่งซื้อ 3C28-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฮอสปิแคร์ จำกัด,2020-07-31," 269,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,ใบสั่งซื้อ 3C28-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฮอสปิแคร์ จำกัด,2020-08-28," 235,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,ใบสั่งซื้อ 3C36-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฮอสปิแคร์ จำกัด,2020-07-31," 223,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,ใบสั่งซื้อ 3C36-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฮอสปิแคร์ จำกัด,2020-08-28," 175,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,ใบสั่งซื้อ 3C37-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-07-17," 68,850.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,ใบสั่งซื้อ 3C37-08/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-08-17," 86,700.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,ใบสั่งซื้อ 3C38-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต ลาบอแรตอรีส จำกัด,2020-08-17," 67,600.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,ใบสั่งซื้อ 3C38-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต ลาบอแรตอรีส จำกัด,2020-09-08," 46,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,ใบสั่งซื้อ 3C50-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-08-17," 13,350.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,ใบสั่งซื้อ 3C50-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไพรม์ เมดิคอล จำกัด,2020-09-25," 13,350.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,ใบสั่งซื้อ 3C51-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต ลาบอแรตอรีส จำกัด,2020-08-17," 7,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,ใบสั่งซื้อ 3C51-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต ลาบอแรตอรีส จำกัด,2020-09-08," 20,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,ใบสั่งซื้อ 3C77-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-29," 52,720.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,ใบสั่งซื้อ 3C78-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-24," 52,720.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,ใบสั่งซื้อ 3C79-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เมดิทอป จำกัด,2020-08-07," 24,500.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,ใบสั่งซื้อ 3C79-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เมดิทอป จำกัด,2020-09-18," 147,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,ใบสั่งซื้อ 3C80-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เมดิทอป จำกัด,2020-08-07," 310,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,ใบสั่งซื้อ 3C80-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เมดิทอป จำกัด,2020-09-23," 465,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,ใบสั่งซื้อ 3C156-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต เมดิคัล (ประเทศไทย) จำกัด,2020-08-17," 97,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,ใบสั่งซื้อ 3C156-10/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แอ๊บบอต เมดิคัล (ประเทศไทย) จำกัด,2020-09-08," 97,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,ใบสั่งซื้อ 3C272-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไอดีเอส เมดิคอล ซิสเต็มส์(ประเทศไทย) จำกัด,2020-06-30," 23,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,ใบสั่งซื้อ 3C272-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไอดีเอส เมดิคอล ซิสเต็มส์(ประเทศไทย) จำกัด,2020-08-06," 69,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,ใบสั่งซื้อ 3C272-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ไอดีเอส เมดิคอล ซิสเต็มส์(ประเทศไทย) จำกัด,2020-08-28," 69,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,ใบสั่งซื้อ 3C335-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-08-28," 252,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,ใบสั่งซื้อ 3C335-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-14," 30,494.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,ใบสั่งซื้อ 3C339-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดับบลิวเอส เมดิกา จำกัด,2020-09-22," 104,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,ใบสั่งซื้อ 3C342-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท อินเตอร์ เมดิคอล จำกัด,2020-09-14," 35,200.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,ใบสั่งซื้อ 3C346-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),ห้างหุ้นส่วนจำกัด พร้อม เซิร์ฟ,2020-09-11," 8,300.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,ใบสั่งซื้อ 3C361-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,2020-09-08," 117,165.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,ใบสั่งซื้อ 3C85-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),สถาบันเทคโนโลยีนิวเคลียร์แห่งชาติ (องค์การมหาชน),2020-09-03," 5,885.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,ใบสั่งซื้อ 3C85-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),สถาบันเทคโนโลยีนิวเคลียร์แห่งชาติ (องค์การมหาชน),2020-09-15," 5,885.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,ใบสั่งซื้อ 3C166-03/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท คุ้ก เมดิคอล (ประเทศไทย) จำกัด,2020-08-21," 2,598,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,ใบสั่งซื้อ 3C168-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-21," 159,783.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,ใบสั่งซื้อ 3C180-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ฟาโวริกา จำกัด,2020-08-03," 114,676.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,ใบสั่งซื้อ 3C184-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-27," 240,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,ใบสั่งซื้อ 3C184-06/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-08-03," 115,560.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ใบสั่งซื้อ 3C184-07/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-08-21," 53,400.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,ใบสั่งซื้อ 3C185-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-21," 14,980.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,ใบสั่งซื้อ 3C185-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-27," 171,436.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,ใบสั่งซื้อ 3C186-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-02," 194,740.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,ใบสั่งซื้อ 3C186-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-21," 147,190.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,ใบสั่งซื้อ 3C190-05/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท วินเทค 24 จำกัด,2020-07-15," 28,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,ใบสั่งซื้อ 3C232-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท โนวา เฮลท์ เทคโนโลยี่ส์ จำกัด,2020-09-21," 166,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,ใบสั่งซื้อ 3C234-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-09-21," 476,630.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,ใบสั่งซื้อ 3C278-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท แนชเชอเริล มีเดีย จำกัด,2020-09-21," 90,000.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,ใบสั่งซื้อ 3C279-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,2020-08-04," 73,958.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,ใบสั่งซื้อ 3C284-01/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,2020-05-26," 75,884.40 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,ใบสั่งซื้อ 3C284-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท เบตเตอร์ เมดิคอล แคร์ จำกัด,2020-08-04," 51,360.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,ใบสั่งซื้อ 3C291-02/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท บอสตัน ไซเอนทิฟิค (ประเทศไทย) จำกัด,2020-07-27," 26,215.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,ใบสั่งซื้อ 3C08-09/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท ดีเคเอสเอช (ประเทศไทย) จำกัด,2020-07-27," 324,800.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,ใบสั่งซื้อ 3C170-04/2563,โครงการต่อเนื่อง โครงการจัดซื้อยาเวชภัณฑ์ฯ 3 ปี (2563-2565),บริษัท อาร์เอ็กซ์ จำกัด,2020-09-15," 33,900.00 ",50301020321,ค่ายาและเวชภัณฑ์ อวัยวะเทียม,20101010101,เจ้าหนี้ค่าสินค้าและบริการ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
